drv_age1,vh_age,vh_cyl,vh_din,pol_bonus,vh_sale_begin,vh_sale_end,vh_value,vh_speed,claim_amount,made_claim
73.0,11.0,2184.0,136.0,0.5,12.0,9.0,29700.0,180.0,0.0,0.0
54.0,6.0,1242.0,70.0,0.5,7.0,5.0,9340.0,159.0,0.0,0.0
73.0,6.0,1461.0,86.0,0.5,10.0,8.0,17450.0,174.0,0.0,0.0
90.0,9.0,1461.0,86.0,0.5,9.0,8.0,18150.0,171.0,0.0,0.0
53.0,13.0,2798.0,146.0,0.5,14.0,10.0,32782.0,156.0,0.0,0.0
85.0,11.0,1124.0,60.0,0.5,15.0,12.0,11450.0,158.0,0.0,0.0
71.0,10.0,1149.0,75.0,0.5,11.0,10.0,13300.0,170.0,0.0,0.0
52.0,17.0,1998.0,130.0,0.5,18.0,18.0,22853.0,170.0,0.0,0.0
58.0,5.0,1242.0,70.0,0.5,7.0,5.0,9340.0,159.0,0.0,0.0
53.0,15.0,1390.0,96.0,0.5,16.0,15.0,15535.0,185.0,0.0,0.0
47.0,10.0,2720.0,208.0,0.8,11.0,10.0,48250.0,225.0,0.0,0.0
68.0,16.0,1587.0,90.0,0.5,17.0,15.0,12562.0,185.0,0.0,0.0
60.0,7.0,1398.0,68.0,0.5,13.0,5.0,18150.0,158.0,0.0,0.0
33.0,19.0,1905.0,93.0,0.54,22.0,19.0,18538.0,180.0,0.0,0.0
60.0,17.0,2446.0,86.0,0.5,21.0,13.0,24341.0,127.0,0.0,0.0
64.0,5.0,1390.0,73.0,0.5,5.0,4.0,10450.0,162.0,0.0,0.0
72.0,13.0,1910.0,111.0,0.5,13.0,13.0,21190.0,186.0,0.0,0.0
83.0,22.0,1124.0,60.0,0.5,24.0,21.0,10519.0,165.0,0.0,0.0
65.0,20.0,1686.0,60.0,0.5,22.0,19.0,12080.0,142.0,0.0,0.0
51.0,27.0,845.0,29.0,0.5,33.0,29.0,5603.0,115.0,0.0,0.0
64.0,17.0,954.0,51.0,0.5,19.0,17.0,9590.0,150.0,0.0,0.0
82.0,12.0,2179.0,134.0,0.68,16.0,11.0,32050.0,205.0,0.0,0.0
56.0,13.0,1587.0,109.0,0.5,13.0,10.0,19250.0,182.0,0.0,0.0
24.0,11.0,1240.0,81.0,0.9,12.0,10.0,13250.0,167.0,0.0,0.0
43.0,7.0,1149.0,59.0,0.5,14.0,12.0,11250.0,160.0,0.0,0.0
44.0,17.0,1299.0,60.0,0.5,19.0,18.0,10215.0,155.0,0.0,0.0
51.0,11.0,1124.0,60.0,0.5,13.0,10.0,13400.0,161.0,0.0,0.0
42.0,17.0,2835.0,125.0,0.5,21.0,17.0,30155.0,150.0,0.0,0.0
50.0,7.0,1560.0,109.0,0.5,11.0,7.0,22300.0,192.0,0.0,0.0
35.0,23.0,1769.0,78.0,0.54,25.0,22.0,13279.0,175.0,0.0,0.0
76.0,17.0,1598.0,75.0,0.5,17.0,16.0,15687.0,172.0,0.0,0.0
49.0,10.0,1968.0,140.0,0.72,12.0,6.0,32460.0,207.0,0.0,0.0
68.0,17.0,2283.0,75.0,0.5,17.0,13.0,13909.0,130.0,0.0,0.0
74.0,10.0,1997.0,90.0,0.5,16.0,10.0,16200.0,180.0,0.0,0.0
48.0,5.0,1390.0,75.0,0.5,6.0,5.0,9890.0,161.0,0.0,0.0
95.0,28.0,845.0,29.0,0.5,33.0,29.0,5603.0,115.0,0.0,0.0
41.0,16.0,2446.0,79.0,0.5,20.0,14.0,20038.0,140.0,0.0,0.0
73.0,10.0,1870.0,120.0,0.5,13.0,10.0,22800.0,196.0,0.0,0.0
43.0,10.0,1360.0,75.0,0.5,12.0,10.0,11600.0,169.0,0.0,0.0
50.0,5.0,1560.0,109.0,0.5,6.0,6.0,24100.0,185.0,0.0,0.0
73.0,9.0,1461.0,86.0,0.5,10.0,9.0,15050.0,174.0,0.0,0.0
43.0,21.0,2477.0,87.0,0.5,23.0,18.0,23313.0,135.0,0.0,0.0
68.0,13.0,1686.0,75.0,0.5,13.0,11.0,15450.0,155.0,0.0,0.0
63.0,6.0,1242.0,70.0,0.5,7.0,5.0,9340.0,159.0,0.0,0.0
56.0,29.0,1118.0,55.0,0.58,30.0,26.0,9327.0,153.0,0.0,0.0
50.0,9.0,1461.0,106.0,0.5,10.0,9.0,21500.0,185.0,0.0,0.0
65.0,9.0,1587.0,109.0,0.5,10.0,9.0,20450.0,180.0,0.0,0.0
30.0,11.0,1360.0,74.0,0.54,13.0,10.0,12600.0,168.0,0.0,0.0
62.0,13.0,1587.0,109.0,0.5,14.0,12.0,20150.0,190.0,0.0,0.0
70.0,16.0,1870.0,64.0,0.5,17.0,14.0,12120.0,161.0,0.0,0.0
66.0,28.0,1769.0,60.0,0.51,32.0,22.0,11564.0,155.0,0.0,0.0
84.0,8.0,1360.0,74.0,0.5,13.0,13.0,11850.0,168.0,0.0,0.0
54.0,7.0,1560.0,109.0,0.5,8.0,7.0,21750.0,191.0,0.0,0.0
46.0,15.0,1390.0,75.0,0.5,17.0,15.0,11419.0,170.0,0.0,0.0
66.0,16.0,1242.0,60.0,0.5,22.0,20.0,9468.0,160.0,0.0,0.0
33.0,15.0,1870.0,64.0,0.51,16.0,15.0,16450.0,158.0,0.0,0.0
54.0,11.0,2463.0,135.0,0.5,12.0,9.0,27350.0,163.0,0.0,0.0
41.0,10.0,1997.0,140.0,0.5,10.0,7.0,23900.0,205.0,0.0,0.0
40.0,6.0,1360.0,75.0,0.54,6.0,5.0,14000.0,173.0,0.0,0.0
55.0,13.0,1598.0,111.0,0.5,13.0,9.0,18500.0,190.0,0.0,0.0
42.0,19.0,2068.0,89.0,0.5,22.0,19.0,26694.0,160.0,0.0,0.0
49.0,8.0,1461.0,106.0,0.5,10.0,9.0,21000.0,185.0,0.0,0.0
67.0,10.0,1390.0,75.0,0.5,10.0,7.0,7600.0,162.0,0.0,0.0
61.0,21.0,2068.0,70.0,0.5,23.0,20.0,17913.0,170.0,0.0,0.0
58.0,8.0,2720.0,204.0,0.5,10.0,7.0,44700.0,230.0,0.0,0.0
80.0,48.0,2720.0,71.0,0.5,50.0,47.0,2804.0,90.0,0.0,0.0
84.0,8.0,1995.0,150.0,0.5,8.0,7.0,28400.0,210.0,0.0,0.0
48.0,8.0,1587.0,109.0,0.5,13.0,12.0,16200.0,182.0,0.0,0.0
60.0,12.0,1461.0,66.0,0.5,14.0,12.0,13050.0,163.0,0.0,0.0
89.0,25.0,1360.0,53.0,0.5,27.0,21.0,10458.0,155.0,0.0,0.0
54.0,16.0,1896.0,64.0,0.5,17.0,15.0,10692.0,144.0,0.0,0.0
41.0,5.0,1461.0,111.0,0.5,7.0,5.0,24800.0,190.0,0.0,0.0
59.0,14.0,2179.0,134.0,0.5,14.0,11.0,30600.0,201.0,0.0,0.0
61.0,17.0,954.0,51.0,0.5,19.0,17.0,8980.0,149.0,0.0,0.0
30.0,21.0,1905.0,71.0,0.64,27.0,23.0,15535.0,165.0,0.0,0.0
61.0,16.0,1298.0,81.0,0.5,17.0,11.0,13800.0,140.0,0.0,0.0
92.0,16.0,1149.0,59.0,0.5,19.0,16.0,9620.0,152.0,0.0,0.0
70.0,19.0,2290.0,200.0,0.5,22.0,18.0,39180.0,235.0,0.0,0.0
69.0,13.0,1149.0,75.0,0.5,15.0,9.0,11300.0,170.0,0.0,0.0
82.0,10.0,2401.0,131.0,0.5,14.0,11.0,28600.0,200.0,0.0,0.0
64.0,21.0,1237.0,55.0,0.64,22.0,20.0,8614.0,150.0,0.0,0.0
78.0,26.0,2068.0,67.0,0.5,29.0,26.0,13507.0,164.0,0.0,0.0
29.0,14.0,1895.0,119.0,0.8,15.0,14.0,24850.0,196.0,0.0,0.0
65.0,18.0,1390.0,60.0,0.5,20.0,17.0,10093.0,160.0,0.0,0.0
53.0,39.0,602.0,29.0,0.5,47.0,28.0,7989.0,100.0,0.0,0.0
58.0,22.0,1171.0,60.0,0.5,23.0,19.0,11831.0,155.0,0.0,0.0
31.0,13.0,1587.0,109.0,0.51,14.0,11.0,16300.0,190.0,0.0,0.0
59.0,11.0,2188.0,150.0,0.5,13.0,9.0,34850.0,188.0,0.0,0.0
58.0,10.0,2401.0,131.0,0.5,14.0,10.0,34000.0,195.0,0.0,0.0
49.0,11.0,2179.0,131.0,0.5,13.0,10.0,33450.0,182.0,0.0,0.0
35.0,5.0,1397.0,96.0,0.63,5.0,4.0,17100.0,185.0,0.0,0.0
85.0,10.0,1149.0,75.0,0.5,11.0,10.0,12900.0,163.0,0.0,0.0
57.0,9.0,1586.0,106.0,0.5,10.0,8.0,21500.0,160.0,0.0,0.0
48.0,15.0,1390.0,75.0,0.5,17.0,15.0,11419.0,170.0,0.0,0.0
49.0,11.0,1560.0,109.0,0.5,11.0,7.0,22200.0,182.0,0.0,0.0
77.0,13.0,1149.0,59.0,0.5,17.0,15.0,8522.0,151.0,0.0,0.0
72.0,7.0,1598.0,90.0,0.5,9.0,7.0,11090.0,167.0,0.0,0.0
56.0,7.0,1461.0,106.0,0.5,10.0,9.0,24100.0,178.0,0.0,0.0
66.0,13.0,1868.0,70.0,0.5,17.0,13.0,13814.0,144.0,0.0,0.0
73.0,26.0,2500.0,75.0,0.5,28.0,24.0,17007.0,122.0,0.0,0.0
82.0,5.0,1686.0,125.0,0.5,5.0,4.0,24450.0,195.0,0.0,0.0
48.0,19.0,1870.0,94.0,0.5,20.0,18.0,20779.0,180.0,0.0,0.0
67.0,7.0,2231.0,150.0,0.5,10.0,6.0,26400.0,210.0,0.0,0.0
86.0,12.0,1360.0,75.0,0.5,12.0,10.0,11600.0,169.0,0.0,0.0
63.0,22.0,1769.0,60.0,0.5,31.0,17.0,12190.0,134.0,0.0,0.0
42.0,18.0,1769.0,60.0,0.5,19.0,16.0,13183.0,135.0,0.0,0.0
71.0,10.0,2188.0,150.0,0.5,13.0,9.0,34850.0,188.0,0.0,0.0
28.0,16.0,998.0,68.0,0.72,16.0,14.0,9940.0,155.0,0.0,0.0
57.0,12.0,1868.0,70.0,0.5,13.0,8.0,15100.0,142.0,0.0,0.0
46.0,24.0,1769.0,78.0,0.5,26.0,22.0,15264.0,175.0,0.0,0.0
35.0,14.0,1997.0,90.0,0.5,16.0,10.0,20750.0,175.0,0.0,0.0
50.0,9.0,3200.0,161.0,0.5,14.0,11.0,37550.0,170.0,0.0,0.0
47.0,8.0,1328.0,93.0,0.5,10.0,8.0,13280.0,175.0,0.0,0.0
58.0,6.0,1968.0,140.0,0.5,7.0,5.0,28800.0,209.0,0.0,0.0
77.0,9.0,973.0,60.0,0.5,12.0,10.0,11190.0,155.0,0.0,0.0
86.0,27.0,1360.0,60.0,0.5,32.0,28.0,9651.0,155.0,0.0,0.0
61.0,5.0,1124.0,60.0,0.5,6.0,5.0,11050.0,159.0,0.0,0.0
50.0,14.0,1997.0,111.0,0.5,16.0,14.0,27289.0,178.0,0.0,0.0
54.0,12.0,1398.0,68.0,0.76,13.0,9.0,12438.0,168.0,0.0,0.0
78.0,6.0,1598.0,111.0,0.5,7.0,6.0,20390.0,195.0,0.0,0.0
53.0,15.0,2982.0,125.0,0.5,17.0,15.0,24850.0,160.0,0.0,0.0
93.0,10.0,1461.0,82.0,0.5,13.0,10.0,19900.0,170.0,0.0,0.0
38.0,11.0,1997.0,90.0,0.5,16.0,10.0,20750.0,175.0,0.0,0.0
54.0,5.0,1995.0,150.0,0.5,7.0,5.0,30250.0,190.0,0.0,0.0
38.0,13.0,1997.0,109.0,0.6,14.0,11.0,20800.0,193.0,0.0,0.0
70.0,16.0,1761.0,90.0,0.5,17.0,15.0,14788.0,182.0,0.0,0.0
55.0,21.0,1587.0,90.0,0.5,22.0,19.0,15017.0,180.0,0.0,0.0
62.0,20.0,1794.0,94.0,0.5,22.0,20.0,15550.0,180.0,0.0,0.0
40.0,20.0,1905.0,93.0,0.5,22.0,19.0,17029.0,180.0,0.0,0.0
81.0,16.0,1761.0,111.0,0.5,20.0,17.0,19758.0,192.0,0.0,0.0
54.0,13.0,2401.0,164.0,0.5,14.0,11.0,38300.0,210.0,0.0,0.0
72.0,11.0,1587.0,109.0,0.5,15.0,12.0,16050.0,197.0,0.0,0.0
67.0,14.0,1761.0,111.0,0.5,20.0,17.0,19758.0,192.0,0.0,0.0
81.0,26.0,1360.0,66.0,0.5,28.0,27.0,9426.0,163.0,0.0,0.0
76.0,14.0,1997.0,109.0,0.5,14.0,11.0,20800.0,193.0,0.0,0.0
58.0,5.0,1461.0,106.0,0.5,6.0,6.0,27200.0,180.0,0.0,0.0
80.0,12.0,999.0,60.0,0.5,14.0,12.0,8490.0,145.0,0.0,0.0
43.0,15.0,973.0,55.0,0.68,18.0,15.0,9140.0,150.0,0.0,0.0
65.0,13.0,1587.0,111.0,0.5,13.0,13.0,13150.0,192.0,0.0,0.0
60.0,7.0,996.0,66.0,0.5,7.0,3.0,10390.0,160.0,0.0,0.0
75.0,21.0,1171.0,60.0,0.5,24.0,20.0,9955.0,155.0,0.0,0.0
64.0,13.0,2953.0,158.0,0.5,15.0,11.0,38500.0,160.0,0.0,0.0
31.0,11.0,1870.0,120.0,0.72,12.0,10.0,22100.0,194.0,0.0,0.0
57.0,8.0,1560.0,90.0,0.5,9.0,6.0,18750.0,182.0,0.0,0.0
67.0,5.0,1995.0,204.0,0.5,6.0,3.0,45850.0,205.0,0.0,0.0
59.0,7.0,1360.0,74.0,0.5,13.0,13.0,11850.0,168.0,0.0,0.0
71.0,7.0,1796.0,184.0,0.5,7.0,4.0,33300.0,231.0,0.0,0.0
58.0,17.0,1298.0,70.0,0.5,17.0,15.0,10657.0,125.0,0.0,0.0
85.0,17.0,1390.0,75.0,0.5,20.0,19.0,13309.0,170.0,0.0,0.0
51.0,24.0,2068.0,89.0,0.5,31.0,24.0,22029.0,165.0,0.0,0.0
34.0,23.0,1124.0,60.0,0.72,23.0,21.0,11465.0,165.0,0.0,0.0
72.0,14.0,1679.0,125.0,0.5,18.0,13.0,17500.0,203.0,0.0,0.0
88.0,20.0,954.0,51.0,0.5,23.0,22.0,8004.0,149.0,0.0,0.0
58.0,16.0,1783.0,116.0,0.5,16.0,15.0,19971.0,203.0,0.0,0.0
48.0,9.0,1560.0,90.0,0.5,9.0,8.0,15650.0,182.0,0.0,0.0
44.0,7.0,1461.0,106.0,0.51,8.0,4.0,20600.0,170.0,0.0,0.0
59.0,20.0,1389.0,60.0,0.5,22.0,20.0,9894.0,155.0,0.0,0.0
49.0,11.0,1997.0,109.0,0.5,12.0,11.0,33000.0,174.0,0.0,0.0
47.0,5.0,1560.0,109.0,0.5,7.0,5.0,26850.0,191.0,0.0,0.0
80.0,14.0,2148.0,143.0,0.5,15.0,12.0,39130.0,215.0,0.0,0.0
61.0,9.0,1461.0,86.0,0.5,10.0,9.0,15050.0,174.0,0.0,0.0
79.0,12.0,1997.0,109.0,0.5,13.0,11.0,24450.0,192.0,0.0,0.0
85.0,5.0,1991.0,150.0,0.65,6.0,5.0,21400.0,210.0,0.0,0.0
54.0,11.0,1995.0,150.0,0.5,12.0,10.0,31750.0,221.0,0.0,0.0
63.0,14.0,1896.0,90.0,0.5,15.0,11.0,16840.0,180.0,0.0,0.0
33.0,6.0,1598.0,120.0,0.8,6.0,5.0,19250.0,203.0,0.0,0.0
87.0,30.0,1647.0,74.0,0.5,32.0,29.0,10199.0,162.0,0.0,0.0
42.0,12.0,1910.0,116.0,0.64,14.0,11.0,18000.0,192.0,0.0,0.0
43.0,38.0,1289.0,36.0,0.5,46.0,35.0,2782.0,100.0,0.0,0.0
67.0,17.0,1149.0,59.0,0.5,17.0,17.0,10199.0,160.0,0.0,0.0
67.0,11.0,1461.0,66.0,0.51,14.0,12.0,13050.0,163.0,0.0,0.0
49.0,15.0,1749.0,116.0,0.5,16.0,12.0,17900.0,190.0,0.0,0.0
72.0,13.0,1870.0,120.0,0.5,15.0,14.0,21648.0,200.0,0.0,0.0
66.0,9.0,1248.0,90.0,0.5,10.0,6.0,20170.0,174.0,0.0,0.0
57.0,18.0,1905.0,93.0,0.5,20.0,17.0,19857.0,157.0,0.0,0.0
66.0,27.0,1769.0,60.0,0.6,32.0,22.0,12867.0,155.0,0.0,0.0
56.0,12.0,1995.0,90.0,0.5,13.0,11.0,20550.0,170.0,0.0,0.0
46.0,13.0,2184.0,127.0,0.5,13.0,12.0,21690.0,198.0,0.0,0.0
33.0,12.0,1398.0,68.0,0.72,13.0,13.0,12900.0,158.0,0.0,0.0
43.0,20.0,1905.0,93.0,0.52,22.0,17.0,24484.0,180.0,0.0,0.0
74.0,28.0,956.0,34.0,0.5,29.0,23.0,6937.0,118.0,0.0,0.0
43.0,7.0,1461.0,85.0,0.5,8.0,7.0,12840.0,161.0,0.0,0.0
53.0,7.0,1328.0,93.0,0.5,10.0,5.0,13090.0,175.0,0.0,0.0
44.0,14.0,1997.0,90.0,0.57,16.0,12.0,20100.0,180.0,0.0,0.0
85.0,24.0,1324.0,75.0,0.5,26.0,24.0,10198.0,161.0,0.0,0.0
65.0,5.0,1461.0,86.0,0.5,8.0,3.0,19900.0,159.0,0.0,0.0
56.0,15.0,1390.0,75.0,0.5,17.0,15.0,11419.0,170.0,0.0,0.0
62.0,27.0,1108.0,32.0,0.5,33.0,30.0,6324.0,110.0,0.0,0.0
39.0,12.0,1598.0,113.0,0.5,13.0,10.0,17350.0,192.0,0.0,0.0
52.0,15.0,1590.0,105.0,0.5,15.0,10.0,19900.0,165.0,0.0,0.0
34.0,10.0,1493.0,82.0,0.5,12.0,10.0,12600.0,170.0,0.0,0.0
73.0,13.0,799.0,41.0,0.5,15.0,13.0,13600.0,135.0,0.0,0.0
55.0,5.0,1560.0,109.0,0.5,7.0,5.0,30200.0,180.0,0.0,0.0
58.0,14.0,2799.0,115.0,0.5,18.0,14.0,24724.0,140.0,0.0,0.0
85.0,6.0,1560.0,109.0,0.5,6.0,6.0,28400.0,180.0,0.0,0.0
30.0,8.0,1560.0,90.0,0.72,10.0,8.0,20900.0,179.0,0.0,0.0
44.0,12.0,1461.0,82.0,0.5,14.0,12.0,15750.0,175.0,0.0,0.0
49.0,6.0,1149.0,75.0,0.5,7.0,5.0,10150.0,169.0,0.0,0.0
65.0,16.0,1391.0,75.0,0.5,17.0,11.0,15280.0,171.0,0.0,0.0
52.0,7.0,1461.0,64.0,0.5,8.0,6.0,15200.0,162.0,0.0,0.0
36.0,40.0,1289.0,55.0,0.5,45.0,35.0,5794.0,140.0,0.0,0.0
61.0,8.0,1461.0,68.0,0.5,10.0,9.0,13050.0,163.0,0.0,0.0
71.0,29.0,2399.0,73.0,0.5,32.0,26.0,22497.0,113.0,0.0,0.0
45.0,6.0,1968.0,140.0,0.5,11.0,8.0,26040.0,197.0,0.0,0.0
78.0,12.0,1360.0,74.0,0.5,13.0,13.0,11850.0,168.0,0.0,0.0
47.0,6.0,1242.0,70.0,0.64,7.0,1.0,11500.0,159.0,0.0,0.0
63.0,9.0,1198.0,55.0,0.5,10.0,9.0,8990.0,148.0,0.0,0.0
55.0,11.0,1398.0,68.0,0.5,14.0,10.0,14500.0,168.0,0.0,0.0
57.0,18.0,1360.0,75.0,0.5,19.0,17.0,14590.0,150.0,0.0,0.0
38.0,13.0,1910.0,116.0,0.76,14.0,11.0,21550.0,191.0,0.0,0.0
56.0,9.0,1598.0,112.0,0.5,10.0,9.0,13750.0,190.0,0.0,0.0
65.0,14.0,1686.0,66.0,0.68,15.0,12.0,12300.0,162.0,0.0,0.0
40.0,5.0,1461.0,106.0,0.5,8.0,7.0,24050.0,174.0,0.0,0.0
45.0,14.0,1870.0,64.0,0.57,17.0,15.0,11876.0,161.0,0.0,0.0
56.0,5.0,1461.0,86.0,0.5,7.0,5.0,19850.0,171.0,0.0,0.0
51.0,18.0,2494.0,170.0,0.5,20.0,19.0,33067.0,227.0,0.0,0.0
46.0,5.0,1242.0,66.0,0.5,6.0,5.0,11190.0,155.0,0.0,0.0
60.0,5.0,1390.0,86.0,0.5,7.0,6.0,13750.0,177.0,0.0,0.0
82.0,14.0,1997.0,90.0,0.5,16.0,10.0,20750.0,175.0,0.0,0.0
49.0,14.0,1686.0,66.0,0.5,15.0,12.0,12300.0,162.0,0.0,0.0
37.0,9.0,1686.0,125.0,0.5,9.0,5.0,20390.0,195.0,0.0,0.0
56.0,18.0,1299.0,60.0,0.5,19.0,16.0,9971.0,155.0,0.0,0.0
42.0,15.0,1870.0,64.0,0.5,16.0,15.0,13264.0,145.0,0.0,0.0
68.0,20.0,954.0,45.0,0.5,23.0,21.0,9818.0,145.0,0.0,0.0
49.0,20.0,1237.0,55.0,0.5,22.0,20.0,8614.0,150.0,0.0,0.0
71.0,5.0,1149.0,101.0,0.57,7.0,5.0,17450.0,180.0,0.0,0.0
64.0,13.0,1199.0,75.0,0.5,15.0,11.0,10680.0,155.0,0.0,0.0
65.0,6.0,998.0,68.0,0.5,10.0,6.0,8700.0,157.0,0.0,0.0
60.0,8.0,2982.0,173.0,0.5,9.0,6.0,33650.0,175.0,0.0,0.0
52.0,15.0,1769.0,60.0,0.5,31.0,17.0,12190.0,134.0,0.0,0.0
55.0,30.0,1360.0,60.0,0.5,32.0,28.0,9651.0,155.0,0.0,0.0
42.0,14.0,1124.0,60.0,0.54,15.0,14.0,9986.0,164.0,0.0,0.0
62.0,14.0,1997.0,90.0,0.5,15.0,13.0,18000.0,181.0,0.0,0.0
60.0,5.0,1461.0,86.0,0.5,5.0,5.0,17990.0,165.0,0.0,0.0
61.0,17.0,1870.0,64.0,0.5,18.0,14.0,13073.0,145.0,0.0,0.0
59.0,13.0,1997.0,90.0,0.5,14.0,13.0,16790.0,163.0,0.0,0.0
62.0,24.0,1595.0,55.0,0.5,24.0,21.0,11818.0,132.0,0.0,0.0
63.0,11.0,1896.0,105.0,0.5,11.0,9.0,24230.0,177.0,0.0,0.0
84.0,19.0,1391.0,60.0,0.5,21.0,19.0,9574.0,157.0,0.0,0.0
41.0,21.0,1527.0,59.0,0.5,21.0,18.0,11465.0,155.0,0.0,0.0
32.0,7.0,1398.0,68.0,0.5,9.0,5.0,14600.0,166.0,0.0,0.0
52.0,11.0,1461.0,66.0,0.5,12.0,10.0,12900.0,155.0,0.0,0.0
45.0,17.0,1896.0,90.0,0.5,18.0,16.0,25932.0,177.0,0.0,0.0
63.0,9.0,1149.0,59.0,0.5,15.0,9.0,10138.0,151.0,0.0,0.0
61.0,26.0,1124.0,55.0,0.5,28.0,22.0,9681.0,154.0,0.0,0.0
55.0,12.0,1896.0,131.0,0.5,14.0,11.0,31790.0,203.0,0.0,0.0
65.0,15.0,1868.0,70.0,0.5,17.0,12.0,17342.0,138.0,0.0,0.0
79.0,25.0,1769.0,60.0,0.5,31.0,17.0,12190.0,134.0,0.0,0.0
65.0,20.0,1341.0,85.0,0.5,21.0,16.0,9742.0,175.0,0.0,0.0
50.0,13.0,1598.0,102.0,0.5,17.0,11.0,20960.0,180.0,0.0,0.0
53.0,6.0,1397.0,96.0,0.5,8.0,6.0,15050.0,185.0,0.0,0.0
60.0,30.0,2445.0,73.0,0.5,32.0,26.0,18054.0,117.0,0.0,0.0
55.0,11.0,1587.0,109.0,0.5,14.0,11.0,16300.0,190.0,0.0,0.0
61.0,19.0,1597.0,90.0,0.5,23.0,21.0,12882.0,178.0,0.0,0.0
52.0,5.0,998.0,68.0,0.8,9.0,4.0,11350.0,157.0,0.0,0.0
85.0,13.0,1995.0,143.0,0.5,14.0,10.0,28800.0,218.0,0.0,0.0
37.0,13.0,1587.0,109.0,0.5,14.0,11.0,18350.0,190.0,0.0,0.0
57.0,13.0,1997.0,109.0,0.5,13.0,11.0,23460.0,183.0,0.0,0.0
59.0,13.0,1149.0,75.0,0.5,14.0,12.0,11250.0,170.0,0.0,0.0
64.0,10.0,1461.0,68.0,0.5,10.0,9.0,15050.0,162.0,0.0,0.0
